NOMBRE,DESCRIPCION,TRADUCCION,COSTO_PRODUCCION,PRECIO_VENTA,TIEMPO_PREPARACION,TIPO
VFZqJsGFpA,9w9EYWO0RY,iirvzfk7kR,521359532,38486190,987924929,27936277489013
HAs2m4ZyCQ,nkPZGFlCzY,R1Wz1zxVzm,661809311,486908749,1511731067,27936278219035
OWzclZyWJR,nW4vOgMHGg,xbBm4HsjqI,666686389,300823025,194832230,27936278937017
Ybj_q8indZ,pMKmUYlLsX,alnrGuYtsA,1037007349,1391170721,2055461380,27936279752591
ai_L4AskLl,zigxVJTvgR,Te3kxHKHj7,606552957,1837396869,864825099,27936280545369
PEWzqxy27T,ESrJcsPPtD,6KhlZUfgMX,836835337,182416995,621940325,27936281258228
B9VNvjrxdh,cNyqyTeMyB,vZEM5vKyIf,1522130897,1875068294,521248881,27936281880667
x5LhXjjK90,wkkT8yLB0V,9eAKCMfX9E,789480106,2090240183,1395068129,27936282515402
0iyCa8En8i,FFW_uUEGoq,kXoh5OAUbi,1541138628,761260000,1418623965,27936283196243
G3M0mpfZwc,qXZ2DbNDmL,HNijEwlT4Q,717158921,432409420,405017919,27936283860434
C5lkpYfWRw,lfz4VwFdCj,_AmDfJWr8o,32808579,1963956936,1952710937,27936284637586
azA9WJ6pNP,HBcB8SknTe,WkwWt2x8PB,1683602966,237190752,560621421,27936285282566
wCyGoH3zo1,KvYMwOh8Jo,PoGIpHnJI0,2040752405,1113480976,1650994662,27936302124284
KNGt8l8ct0,dYdJE3_jGT,91mpwXefyE,524278043,1905547027,2024544803,27936302536939
PA3tyrbWra,aCXwrA_DGc,Extccb50on,2083912052,1726920864,708386539,27936302908865
v60G1vxc5q,rcpAScWTdL,15k_jXmqn6,2059704381,199825907,1731237532,27936303274388
UqDR6wrDDj,1_vDhdMMH7,M3y5xOrIb1,1773490299,57290749,428719949,27936303652975
dQToJSPAOd,w1bRPHYmTx,oYveMXPGT_,2013144632,1383472111,888620918,27936304027206
x2pKKnNv0M,ZDYyhVUkFW,mqW5CqVioS,147276158,1273808351,49190578,27936304436275
51GtJ8rn1E,iuz4_Tx8z7,0SA_51j3P7,282642986,1263408572,1268061510,27936304824338
b80k4mSJ9I,aDUOIqqTQO,srg8KaPVso,379250759,884601682,1437346598,27936305191911
kZtbUD_D5W,bJ0h06HtkF,L_OKD2rsFU,840287248,1961903846,1721057386,27936305573058
5A65bDkJWq,M392Oa6rzh,JL9UjrlH3m,217154866,22083737,1112653051,27936305961379
_cCDlqehoW,uJCEMT7M8v,4N_CPWZci6,1015658023,1474031625,1233986752,27936306326389
ELIXtR_e_s,lJQKZsMCXm,S0HJV5h5XR,1260780390,46468022,286601691,27936306712916
BkHPrUXqGa,O5pGPd65uk,hgZKYU3PX3,2074321960,1681107048,1877176081,27936307139658
KtEBkcyAnX,3qbYuQVLE2,tMbB7PKsD7,503017472,2073950131,1573363243,27936307542067
_Xn_6ahtgR,aDIIAs5PTc,xYmAzuJLrF,2001733389,1218077067,798074716,27936307928594
IFvwELRZuZ,wzjPlX5mF1,Eq2HK3s1bf,1482953015,1029656041,45183520,27936308312047
aDp2Xrs8li,yc3YzT5orV,0QcCdcAb1l,496645717,1052976330,1027008319,27936308716760
65ebShH1gP,XyJyCATOFO,P1qJPaTOpj,787816074,607931949,231861741,27936309084845
PiWKiTCYNt,wHYLt41tNW,qRI7xFj0gw,1536485,937505333,1808952998,27936309498524
onzohDhW2o,trxVSDpjLr,RAO6L7RHhX,890776448,2019928293,1658743432,27936325213447
8Jwkcv8yNZ,1wJWLEIp9y,jHVvaFuEK9,720989228,153410934,1063594317,27936325716522
cj5Q2eWxVD,b8_9UpLFv7,MBjBsNUQWh,786480917,1134295049,1148162729,27936326252383
CyZ2BGRMY2,Difi5k3H7n,eVHOxAK0Dr,782973450,1724784927,1487227095,27936326947312
LdArjBPQHI,lARPC8EX1d,hNUqAD9bZV,1623842282,1502787711,783728775,27936327677845
9teMGXwrDI,dbnQa1mp1Y,OhE8U4eCb9,1751962501,1190026003,1356094489,27936328371494
B4BJC_megm,xIBgToTGLu,xesM7sdkU8,1680348710,1810447826,293867996,27936329082304
tCXAU1qi3P,ae5vnlHEIe,KEUAKVstPh,1263225805,258270239,1521713986,27936329778001
LPqGIOhPqO,FVob5ofOU8,6izGBCzDfX,106307496,1014360569,1075526829,27936330549006
wWKZoZm4cK,AoTPeaXL09,hdgQ7XbsOU,1819811083,51988996,1675833832,27936331259816
UDA8BbzOpd,kOWmgsgOmn,jaOCK8GCE_,1048816631,106077600,575212310,27936331963454
cLAO2laG4f,ffljCpMIzH,S6fakhIWS7,535508091,811732190,791310364,27936332678619
SgjQnJP04m,zOeMMA2IrM,fezwc9hFZN,381755000,1562885974,369428709,27936333357411
j9qQuQitf1,_pmWDw28Ct,FsaRLASWzZ,347199339,1805236560,1333797161,27936334046961
8HYux2AZKL,0q3PckBZQz,mCC_OSUVVy,1360220848,1849482818,1168911203,27936334752392
aBPQH9GIAC,DA0qMGs8oY,rokgpbNOli,2088407374,885796269,567863239,27936335409667
0Qf4thYEyn,mMzX10qkJE,4HTVIIjZfR,157363184,1741571341,730313179,27936336073346
_Xt583u66y,zx6vDwzYHe,Dyh01bRBEU,1270576062,1250259823,1024010435,27936336704494
s5tyTysa1r,JRuQJtocPA,YfdFadtOM3,654872726,1714178389,65910015,27936337348962
jcyGkjxjBd,UK6IPhbX1W,LFWgJbWS7u,1281862346,2051124984,1214627350,27936338008286
G1Q28TOUKb,EbovcJpvsT,upScgldtPw,211360225,1665161734,2124435651,27936366321584
8w7ueWelig,XoyCIHdyGG,3vJu2SpJ1_,1901337417,888693507,1556423688,27936366728603
c_FNzZRHFd,B3T5XfuMhr,Kg6U2BQxVC,596806687,794020009,458942812,27936367123583
3lbwrmcj1E,6dZblJFj_I,7V6Y0YzBQ7,1682971781,540246429,1348641937,27936367568511
8ce4MZg8XU,ZaykpwLsD2,VdmJhDxQSI,153884518,815032069,1611297816,27936367961186
GNI7SeBflR,E6UuzCxJ7U,VEb7vJYUMu,295871726,997461846,1590149110,27936368353604
H_X9ulm29U,rbmAiZZjmx,KiHDiIRz3H,1280115435,1250321050,2035817589,27936368837724
hMpJnhYmdz,VljCjeqeZc,DFyom3N1SP,1051860942,930192790,1936356234,27936369291361
4oW_eLJ3bz,q7ocLJB9VU,yzREKcELJg,1965771950,2102494661,1682874639,27936369689415
wuGIKalYYE,1jg83nBPeH,mxh4gPm_dK,944315699,901063710,656715109,27936370066465
jDEpOlreyy,pw6iZ1rVsg,nkIFdjQvSc,761062593,578413425,678385841,27936370487316
mHPO_rzoVy,s8oyy3PXpA,zcQYx2d0dr,2142215288,1757831645,460729071,27936370869744
LlcyQ2En2n,SbxZn_fyA8,dQOwKwjmxr,2084719388,292781991,1311664266,27936371241415
IMLq8cU3VI,hWhHg_EXbQ,Y42CwHiQNE,527116869,1970793744,2117363885,27936371642798
b3vK1uRNJr,tsfkiNyilT,0drO5w3a6u,1763065916,1098185315,600439498,27936372012676
Awh9roVcAy,jWeJpmSUYM,8Z6JVwOUTa,224294094,1024250746,1681475322,27936372398434
6ZOPurkHaK,kYtWRq7FZe,ebBEi08u9l,352235517,550772761,1047295247,27936372813906
FzDCqe1pLr,IuweeQg8ia,0OUGB4Jpp4,1565645276,956270663,183348533,27936373185833
RaXHsFfdMl,Ro5xJXqRH9,UgJnAA9LPY,740280361,1518295572,2137415989,27936373591315
PFRVOMUYBL,Nr91wdky7o,HhyibT6RBw,1157869440,107978453,338812571,27936374004993
mmUF2UBIoS,qfhmOpNQaa,ntbxOvQRuU,1597516867,1821673608,1332999694,27936388836720
E9YXWOO_wj,CDFEZlk9Mc,_RssVilDuW,497031530,144352463,986881509,27936389214794
jqNrqjf6hk,PAEc31nkrJ,PNweKn5eeq,638241177,155075138,174704235,27936389679446
3TXKeqiRuM,Z_XmsvbGA6,xw49h2tMPt,432110515,1671003336,30893639,27936390051116
IE3PNbS2tR,zCJE4LD_cb,roCbsB1PUe,1607735194,1829633025,1141024085,27936390422018
mWor7ky7A9,oAH9ISkJ1Y,Tw0jFUna5Z,670205309,1654483008,1634904970,27936390841076
b055MjAu7x,CS7Ad_yoku,kMavVbkGU4,1785507155,1760127317,1481548055,27936391206599
CbX0ZlRwno,IFLkr5kb_V,nOoGJ7NnUV,1748137699,204711715,341683657,27936391572122
dTBfvhXrGn,xo0kckk89w,N67LcMOqz4,718523034,1079888329,1862728104,27936391999377
IynCFK5qiy,gLI_kOYgAE,tOYDZLx8l9,75534387,1625913722,793881846,27936392368229
3FoFo48zvl,pNj0FzlIrK,tZSbf0hTBR,269004692,821583299,165998418,27936392750914
jPvGehESAy,OLNF0Sexio,0mXiLWtkI0,819728620,1531715338,554166517,27936393158445
ODkMf9QgLl,GgFyaaTsec,mxyMNpF8Yt,319462455,1917216041,1386197738,27936393528067
NeM89zAhgv,aZI07jUN2y,OescGz9FfX,1917384121,1556880354,35210882,27936394013979
3lh9qoBoeB,CmMiyAISBk,jOapuZm1rJ,736913775,583054442,1869315303,27936394420742
xG7Xt1jxDO,Y0SuAxWWcL,fFkZRUdaQJ,926180313,1238861095,1264015950,27936394797791
s6uiGoePeD,sgxaCyR4K_,PJuJh3oJYx,2128657813,1995631134,942241093,27936395171255
uphPwhn_zL,6461F198lt,07XLtaFrOO,1753267669,1466355579,185020683,27936395541645
Lh4y_7WUp2,EtkCq8Znhn,rxiwLP5K_q,1476054163,1254579531,1742878130,27936395967874
c_3irf3S3l,se5Njbd_FX,4JHVBFFbLF,1674924511,1917369221,441199413,27936396343131
O7On09ANo7,qqFITp30Kz,4SKtcxb4Fz,49609980,876292723,1142238869,27936410831363
x392oLqt7Q,fwxX097k5i,cKyKDNp0Bs,895155652,1882777472,1527409505,27936411229673
zFe66xqBZR,9yqfSw9B8x,6viMUSUkEZ,1478290529,1361623664,1682475606,27936411669479
Xu3Vs_RQoX,AgbdiuSg5h,c03aEKC4wh,226898145,2096876273,2018390905,27936412033721
mVtcrinPd_,PpjB0miP9n,6cMEwHUXTT,1585591086,1866678618,725225096,27936412412307
aiq3wM4eNM,JM0asTMLvv,vft0dirvjQ,983325488,2033206613,214615037,27936412776293
qRPSMsnNVh,V93R5hVzpa,gm38tpk0mz,2013270283,1100218132,677313352,27936413133876
OMxvQh_fSs,IkWE78HL5K,mYp14bXpv1,1400421536,1155503737,83188913,27936413545505
D_raUhFnqd,5cMGEumPLm,TzoIM69u9w,1886504459,1428435892,623677532,27936413911797
X0poLwxYPO,KAn8EPtiI5,6RMpsR1LFU,1492555078,437452416,121847298,27936414267586
di9JcQQKD9,n9jW2VFcHs,BllZv8rmqp,242022902,285024039,2049672544,27936414620558
GWIIyZSmnA,taD_qTtwW5,NORgplxtNw,898785673,1040397304,238120690,27936414981470
9bNcUNVmVF,OdAQMReYfY,uPpgaWMcaa,1115604209,883298449,1575889218,27936415333929
hRrdDwVRoF,iEModEuQ3Y,U3uXIuEHbk,611306582,1472500335,1982110762,27936415725067
JK5neNOr_F,VwU2onLtsU,o4Kkf0n1TJ,574824294,867705231,1480044511,27936416083674
YGvReByaNz,EwKQitBcvy,toTuiOX_MR,1517708912,863643154,2049592335,27936416452527
sqTnfn9D94,u2dOpEym2F,LzGwFB67Q1,1126648136,547620825,1184848101,27936416815744
NMh0WBPdDu,3jHBZ_kIXo,43xruhLtfj,1083812044,594489034,519820819,27936417224556
w5qes1elAz,c8dbOZt36N,hYH1SJYyoc,2081220498,345691759,1967980140,27936417622097
o6fOAqQ21V,QQRUNAaoJv,Btd4yovo1b,818499291,1502555184,1789425772,27936418015541
zMgGpZXMeh,HDQQZYSG_P,LWWOoziY6e,757060193,2123744737,1071115757,27936431347009
_OCu7npPuG,CHH1mi8_nT,SMNJX4y6RL,1137483692,1863658959,773878111,27936431724315
wcyTHeY7N9,SCUj2LQKpR,KFh8SeL67k,371481663,899154055,792239484,27936432134407
r_dty4bdJz,Xp7yq7muZ1,YMs418f4gf,2142283200,1436016618,1702524313,27936432551416
zMnzLbsBdR,P_0pVa7bks,hEaWvPbOf_,125576299,307442654,1323164035,27936432942298
EwPZCLT7z8,UgeCFKrM1W,Kb85Tb31yT,1613856819,1101554739,1375390078,27936433311919
sim0FIfXsG,1rwRFyCjMJ,FGEOcQLagr,1746624829,1276500260,1040782654,27936433673343
nRnEN0LZ1u,IySKmM8BQK,FJWlVDE71T,1065135593,750385849,39849399,27936434030413
qalAyguzSR,p2pAP2CLPm,mPRWkoFpXV,1296936354,1407989574,1144682320,27936434433078
xcCGkUx8bR,aDdFCloGTy,WZsDhbf5Nr,401146121,114079837,2138601426,27936434796552
_UmphpCQ6z,X64jkDf8Qc,aLdQIxlDeA,1224577071,1492212221,127416175,27936435150036
_edtm0SnXs,16IJAI81_3,_j8O6mGfcz,786055929,140690472,1505222133,27936435715098
N_jLjxOLih,Vn0SUh8zUA,mu9gG1TEKH,1013842247,919183118,479564657,27936436381082
IIgrGBimVb,xFGAP0ybK_,AW8nvdna6f,155693898,1768854153,546275314,27936436944863
YX9VQrC0MC,6EAxOnRA0V,20VNk8uOGG,1368801548,154814109,1604569951,27936437369556
0VsMWZoQ4n,46zcjVEDCS,dNixJhm66o,1982370411,1656054617,2104532419,27936437839075
EJgSWSGs9D,eJsXLYJv9M,6bZ_2EZc7V,2087554974,638095512,1194598180,27936438241483
_x2hBnRPEQ,Lh6UwN3AKf,WNBCjzcVGP,242491439,1727821438,869037959,27936438616996
9sKluxJflR,4wm6WAKveJ,lYMltOJCWL,2062232735,486128859,1672990447,27936438982775
DJQzXZqthO,Ra_iks783s,mN2c_v6han,891395238,587795433,554978654,27936439361618
6sk9skebS3,sQeTT3ok9z,KnO1gjM5Y0,1265331407,1058060386,232705138,27936456310149
4uqLyHhKfi,HaJFp8Lavs,veBGjOOwnf,1616799848,491581731,1059148304,27936456680027
uS5lNW_3wd,7iaNWDfqkj,O8VxLh8rQ7,225166105,11688914,847680474,27936457046062
a2bzX3jksh,diME_CU508,1tPtWMShnE,1882678451,1293328453,36288968,27936457524546
J23r5mxqp1,x8TOrW8M_A,d8d5prVgFD,1057305876,502228652,96857107,27936457907231
yIjolCUGlT,vE2_MhCPK_,nlTuUqVnVA,1220090987,1179801333,1387680403,27936458291965
Sv1ecNIZUq,xGSMK9p9XX,8LqrjZjkXH,1960248021,1358239978,1005983069,27936458681310
GABaggCMg7,3ViZyPSliS,VphkJqeE9U,1132646368,2970862,1377852457,27936459048113
OOQNmMw2gp,mZkl4tGDww,YMM6m6BBtR,1300261893,1307620003,1668304747,27936459427468
GV4zlDimRH,maGJ2QUHd9,H5kHp7bvUb,500197375,1439363501,1149124146,27936459795296
l7npEAT4lZ,2DfHF90Xfp,dhR_dn85uD,1705294526,1646905400,1728957813,27936460207951
nsCFGC0BEo,GtLU6sEsbW,yXYXePjcNT,749820920,1804144778,215268342,27936460661332
kh7pzKFjJ2,_BUrZvFawq,IEkoz8Z93H,987202756,1457331201,552314076,27936461020708
Hsh21RnlJr,dXXDOtg9jB,HuCdhcl5E3,1025236302,1372476037,1293185025,27936461412358
o5U8fsA3ra,S6T7FNoQE8,9OxQewlVRU,874712414,77929500,196150720,27936461779417
Kq3D5HMXpO,mdCQiaIgHy,e6St19EcTf,1949416718,306831527,667110906,27936462131621
p1_JQioMRY,aM68CBSGrE,O1r5ZGB9R1,623678545,407177286,845171032,27936462493301
2VpDWtGgGm,Rt9obCPdB1,o_mgniAN4_,336096746,170022632,1270866145,27936462890330
LYcFP_xlnt,aX54iUuiP5,YNN3z5FCTL,812455847,713353220,461489976,27936463267380
OXcYw8IROh,RLeqwE00qY,Tza4TOkhbL,117440670,1777603145,1218673766,27936463627268
IFb2CfsID_,0OsRrnpPJ7,pIPYQUmhlO,1594189855,74679949,1358753436,27936476728203
HyZfU6ZpcR,klr_2Wn9fo,LdsdLfvrtO,1954106699,666629436,964186482,27936477275335
jxiBYvJ6UO,1IOXRszx0m,jYv2j_oZZx,1852855630,2074158720,1787851590,27936477844751
d6QswWS6R3,P4NtSxNzPw,G8JpUEKLzp,942270472,803750577,962067535,27936478218215
keXdxuwklq,OeUDyKOsiQ,_Ey3AEb3BX,1938124218,435581335,1182897280,27936478629076
yzg61UqHH7,GV6QLk6zH_,hUl50opVLb,647761577,364816477,1967615521,27936479024568
9eZw3aEnrR,xWe_iXVtYm,vlrKt1S0ul,922439154,288498684,955136922,27936479409814
D9KjNyTV7Q,xg9p7f5qZm,z1bDLELRUa,332922385,900712908,543749791,27936479838862
f2WbaiJZ02,7xD01IhxwN,sB9rtWO5Nb,2053359370,935657984,571377477,27936480213606
KlU1QGmjhQ,hGhMSLVvQQ,Zqzy8u7O5j,1332760806,2057254033,2027279776,27936480654949
n52S8WGJZ5,LQk7BL0ICj,DlsXaT_MHR,527385497,269207904,609601954,27936481013300
ZQG32occX1,UtMOa29_1C,KQylYKMgIx,510805787,947398770,1757760379,27936481426210
XTdZin8LVj,llbCLBsEIM,lXf5NDb9ds,673907568,1660008916,430241814,27936481833229
51mmdexu6F,su50_iUBar,iH_Q6YPr8c,521805037,133061459,370770892,27936482211559
Rp3lg4N7Ti,6lIqhJnnb8,6KdfI5iEqz,832868828,1676949020,278349390,27936488771248
L36VIQ3D1c,PR7d3t0uuF,YD41S89GHC,1229367038,1455036521,1282568230,27936489442099
qB7A08uJMt,xMfU3kUqLE,Fndy2rnxS5,102846831,958691856,797919987,27936489824528
L_DFlaqZRu,Na_e8OZWGg,P6CQDVQ7sa,288551029,1604071554,1089409996,27936490182879
kBBSDKEOmR,e85kmBxxkM,51n8Q6SPOq,627611527,1465721842,204339961,27936490543279
DTjd_nxfL0,ybk5Bm_qkh,kGk0NHlnfa,1364861237,564883713,682929860,27936490937490
Tvil9stoUk,C9QTXZ6JWK,JouxlRnhMZ,1954528928,1302584740,1212575578,27936504194932
GC_9tWpwyR,y402ysIhh2,_9SQllmucV,169378046,541675886,781967308,27936504603488
ag9EmVHh2m,NtdIjkTTZa,hRotMb5YfF,1643122430,1687985817,2077680045,27936504960558
Pqu3Mgu4j7,0wmiyb2KZI,MEn9sHY6hR,1652445455,1363405452,629578913,27936505319421
zqsuvQNlJY,vT60P3ym9y,0Cy1ymW_yo,1524313842,1214831980,786053357,27936505697751
IThbbnzRKq,bPQSVlMugX,GRbs1piOvy,46043357,869605121,681631356,27936506044319
3JfkgFGs_D,x4SUUZ1a2w,1uW6AFH6MY,2055233176,82990991,826914106,27936506398059
JdB93qTcVh,BUbS3huH1b,xHZLNIcsdz,1259896893,885665533,1961092407,27936506820191
oTBQFlTggM,4bEsU3oFIg,dEZx1NeKUE,1713298906,1141263664,756979270,27936507201851
6CxF44f4G4,_iRdgtTUvp,nz4JoOC_6R,634085202,988830284,558428350,27936507595806
yHS3du6SML,8dx_e4wIBs,MIMSUnwhfc,133800272,695336502,1415745265,27936507948266
akJeo17M9d,8ZGSsWVvbp,ldJfOx86TZ,1209430046,1652159580,927935951,27936508297651
iLv69_YAZZ,f8MVEwJ0S8,MVj33C3vGi,389649872,1448013942,1455075683,27936508670859
0fuUY_JJO1,2sQ7QKVcGB,jURCM5QzyP,1273051786,1457981419,1680638453,27936509015890
H70On_BSG8,wyIqrwE11W,lEO9lEECPv,1714128428,237511372,1741424437,27936509411638
7EkKNc0UkV,jP8ajGpfCj,f7SAMo0aby,265724151,110635300,1080076604,27936509754364
g_PvDhsZ7P,vrERP2VDy3,rJZHMNPWGw,474002056,727515893,592564202,27936510114508
uXPKigIuX4,NmLeGicLhw,loh3MIrRDc,141026106,1211930653,480699274,27936510544580
smGT9XE3sJ,knMj7axaBh,sw_1Pnz4LG,2062179017,161271985,252136430,27936510959796
HKeq3lwOGH,3QnLjtiCVz,WfLJngW6kD,410123874,2019907815,1700658881,27936511351958
8hrKSOpNdI,3odVVFmmH7,CGOBU9AXhy,488565318,1950482534,2140026520,27936525148335
WckmvaNoJD,09O9vByS9u,i6mGGQ7zWq,413171620,540159965,979649266,27936525525128
ftWo3XVq0E,E4Jae_AT4i,pSSE_w35rY,804759988,2128013068,2097266387,27936525919083
IxKtrtiy6h,47NySuCsqW,SDRRjjfrGL,1534922790,856460898,1662816739,27936526272055
ZFh_Qm4htJ,rfHrKaNYpu,SNw1AzYU85,925457256,709856752,911491467,27936526961349
Z0XvtZUUMb,wP2gV593gv,zKeIOK0LJa,362517613,1721299680,380507971,27936527584300
qjfUSqzrUq,1FTXUxUGDZ,Y51TPvy8dN,492920,552220143,1851745174,27936528195469
NCkETodwcm,Rlzkx7ABb_,ONcEytFhCU,1803285905,1592324329,1016352335,27936528794855
Ggry5vCQsk,dUkwxFMd9v,IQ5ZbfITCC,2047200503,1395379201,572063647,27936529369394
AGzf1lu3Xu,PmWvtcAiNV,Oeb7Lo6w79,1610618744,534248955,359380939,27936530007202
S7QqMPQ26R,1OeZ7Et10U,2H1UgECguc,1765456283,2023947381,503831183,27936530584047
lEFUieA5XC,PNlow4icop,tQynnKJnWF,1054197741,1899028891,293757247,27936531160124
fbubFDMxWY,5lt51t_kuK,Qriw4cb1yX,1336699531,2119996769,128431078,27936531724673
Lt03DSLpNL,Zu7fbZQq2u,tD9yzRoWtM,1211746642,1772158956,585382591,27936532447266
3bYsxDehwD,g_Z55SO54s,qYmVzNbwQY,312020033,1360595252,272915864,27936533122216
bXnGmncsoU,e8zZsarRMd,qjDc2q3NLz,1451580306,662673635,1588548640,27936533854286
enaIpZRZC7,CPGBdMeWMK,0YieqUjnQm,568054324,14060121,2105147153,27936534503621
tiEOTf17zo,4DgYH6I55t,FPcSLjlOcK,329883739,2009960288,1156318761,27936535176521
ZB5tI0aUfs,ln6sygIkA5,l1cUGkI9io,977661473,478669872,430707016,27936535776419
1XEcEwaKUw,__MOAaC0pj,uLLHIySwWA,1266951125,557762770,2080426122,27936536404750
vlPbSixzXp,yGZ7dbt_MM,edGdesnOHx,1950161083,1225866843,685603213,27936556088428
MHwKeJ8H9Y,joBZdU8Pah,V810evOncT,807739983,432920340,1863071276,27936556450365
U1mjDlWCNW,w8BSLmlXPu,P_80iPxik3,1030796078,1565713992,601975038,27936556835611
HZ6MkK7Dqo,z_8XtyBpuR,5U7sOXigkL,22180630,2093405217,750582128,27936557209331
eZQH9BLETv,gAH_EvtrJ6,lyYOMpv5fd,296804600,334497949,201471658,27936557605591
UpkCWeOoD8,END3QQth87,VMHZP_C35Y,1590916992,83621598,1861844709,27936557972395
XXEzAyMo6t,fdQmwDPCAh,yWRLZRwmMU,674053980,1192360971,505801396,27936558354567
S6lgDq7M3s,yeLpFoeFyK,kwyQkVjyRy,109538731,1750122521,1827277028,27936558707795
Rj8BTgwVfL,0jwgw5Xg91,_HXIbYWxVO,1521953461,1221724480,1255948758,27936559069220
mQbt9akF2x,gfg_w3G6ya,4Py1ehLGYj,1798413953,1887092665,439549197,27936559410153
9AcR7Pwgjw,i3hAd8DI4X,3uErKfZHiL,1678504250,600820512,801415955,27936559754671
ddmMpyHvC0,h0TdnvwzZy,_vaGJnINzM,1459309163,1677071320,1393007474,27936560097397
T8gjDk7y3J,GFv0UPxYIP,pQNtLdRAH3,995414655,1857192358,1041387131,27936560452418
Jo5CiIC5i4,cRE1Q9l6Ja,ODPx8te5Ve,1846391077,1047133394,496706528,27936560801291
TnPQXMdGRy,EUDqU8Zyzi,hmDKTsMP2Y,855520010,213561730,624927586,27936561147859
8gcDSIw4xw,nXo32wzOAu,j9ycn4we7r,857388872,1019504842,593810440,27936561490585
oi10Ye2U24,Fx5ePIE9j2,tB7ITnGm_N,328026578,488874563,1287752522,27936561827932
IxCalNfgP3,lvFJ0iUivO,IV6avEXGSm,1123242625,1221297695,649490726,27936562157338
MvmnJr7PVb,AMnnJpR5pH,9Vm8oWxYYt,512375203,2018458635,2051288481,27936562496221
4cJHuU2PSY,KkBcxHWkSn,6aNKR_2k7u,1915709184,31583273,1410033856,27936562837154
QIVKqtmQnu,pmNAJmOguA,cpcg0etF5H,1504148377,1165045528,1097313660,27936576285682
cOAh2QTICJ,DYHTFZmq0S,LKBf9IrmUX,187494535,18405335,638124201,27936576649156
KJ1IVNHcqH,u650huatY1,qy3dYXnYP_,1358461288,535931132,1192353202,27936577083070
5kA0UdxOZK,IZMq00zFHu,smbBHMWVJ3,2040282693,523602579,448638077,27936577554638
K5hxpwZRMC,bd9uj_MLsx,HQveQZLsqe,1296721706,750675049,1038603548,27936577864321
NbrGkxuwg_,4pMbT5w750,HjnfpxGJiz,1210025597,582119976,1682139300,27936578172979
D9KV7861l4,0UVr5StyrF,6TXvmGHxjx,1330016988,920005054,696962918,27936578485223
_Y8WNwEzih,GHLemeZ_uq,PeHH5KxGCZ,1874723399,1905487670,1282948848,27936578772365
OIdm2eh5Lu,zwdkvl2k2o,cjuPyO4Tdd,1195596537,634138708,979851094,27936579062068
XswTugk1O8,vVZ_H6lPRH,iX4kr2oDTC,1464181995,1389319446,1045987522,27936579350234
ARm08249pZ,m0DF25ZyIm,x19tmxSC0i,785647637,478922129,2112627542,27936579659661
e4P68nGvta,7qGjADgC_j,BkukVkXNyg,1788718197,1267755438,2036508391,27936579947827
4MNqVCloNb,Mvs9sQQkFl,uMQPEmhjdi,888257003,1292642670,194802562,27936580233688
PgZ6bwbo4T,r2hDGvD9za,xd1H5rHCd1,1170168027,852356328,1780085032,27936580527234
PiT6TfhmRp,hqiUf9UJ6m,mwLyGlalsO,1653977292,860134407,620464080,27936580843576
1aKfatCoGi,vHAv_1bVko,VyTOVISppX,1587800616,696196815,654417797,27936581355872
TLEhteaUYs,rn6zn9lKhC,qbdIc87Xbv,448343197,355229016,898408522,27936581653259
yqtLs5RwZ5,qDHKQdvpNg,skAlU5nkzk,88383579,446381936,1889333815,27936581935790
H8S74XybYK,U97crK9kCv,TQOEoXlbT9,441806167,45788475,1389559031,27936582232922
DhiDqg472o,md1D5TZ5mk,TDLlY3Ql9q,1671084904,991530646,829368526,27936582551314
pJwXGbw08q,dDC2uzKlwR,ux_cFewFjd,828620162,145395124,751487476,27936595727300
hw28Ws_Yf8,DSLzUTPsoU,KNtnre2_Jj,1160828685,1525905680,1708217646,27936596079248
2ItymOUqog,kdFZov7c2M,EL81MTyc8y,603683689,697178297,719501327,27936596387906
muHMGDEl33,zxAgHhr1mL,nkDonyo7D0,1100829351,862966971,1983765139,27936596668900
NTNRtEc0Sl,sdNbMcBd41,5gvG_Qt2Jk,1502610631,103683310,650224860,27936596867414
DO8djOf2zI,3aubXtb2tw,U9bX9zkUfV,1861040568,2113814937,2146238131,27936597111011
Z2fOLmnp1l,gPSwMtHxH7,3l8cyO8thI,1282316697,1169539668,702468134,27936597441954
Ia2XeM8v_a,X_86cMvLuq,IaGmNTDljn,74304570,1456078690,827720042,27936597652507
vKxrbSR02K,NFnAo8Sxm0,6EedqmgU8b,1894021563,2035310806,129071705,27936597852815
R77v0EUUPl,rmKpSrWEva,pH6xb13nO4,862734857,1140739731,49291988,27936598100510
vkPYruBMTA,PkGqRILP9U,5yVYSDOMyT,1882428828,458447322,2088350616,27936598306453
Z0woQIRh0t,6chbF7nWVB,lSWQeg1PU6,1587662728,633085804,750017932,27936598526740
xd9tGBIPWa,PnOxnUY_oj,Vf22ATH1YL,1018532085,146754388,391229461,27936598718851
ZiHo85CZFc,8TzbDKOwgS,2TBXGYjKea,1434763716,693405097,225366907,27936598911218
NEhwYlsQCk,HDaj8L6SYr,XVbwGcLTU5,207683779,1333140177,2065151879,27936599107683
QcA023L1dK,ONrA0kgH9S,btkKs6HNiv,2055088269,1683931266,333419737,27936599298513
bdO8FqARaN,Fgjpn2wzX3,uJzz27YFvw,1466057728,725055881,1193791804,27936599526485
cDVtjv6RTY,HbwdNrj5Zs,2X_FEcPBV3,799898389,2036067128,1188855791,27936599742673
